"COLUMN_ID","SCHEMA","TABLE","COLUMN","DATA_TYPE","DATA_LENGTH","DATA_PRECISION","DATA_SCALE","NULLABLE"
18,"E_MALTSEVA","OTTOK_ITOG","MP_REVENUE10","NUMBER",22,,,"Y"
1,"E_MALTSEVA","TMO20190702_TUPOSHA","DATE_REG","DATE",7,,,"Y"
2,"E_MALTSEVA","TMO20190702_TUPOSHA","DEVICE_ID","VARCHAR2",800,,,"Y"
3,"E_MALTSEVA","TMO20190702_TUPOSHA","SERVER_DATE","DATE",7,,,"Y"
4,"E_MALTSEVA","TMO20190702_TUPOSHA","CNT_CHECK","NUMBER",22,,,"Y"
5,"E_MALTSEVA","TMO20190702_TUPOSHA","CNT_CHECK_FREE","NUMBER",22,,,"Y"
1,"E_MALTSEVA","TMP20190724_ITOG","USER_ID","VARCHAR2",800,,,"Y"
2,"E_MALTSEVA","TMP20190724_ITOG","QNT","NUMBER",22,,,"Y"
3,"E_MALTSEVA","TMP20190724_ITOG","QNT_TEST_AND_DELETED","NUMBER",22,,,"Y"
4,"E_MALTSEVA","TMP20190724_ITOG","SBER_ARENDA","NUMBER",22,,,"Y"
5,"E_MALTSEVA","TMP20190724_ITOG","PERC_NN1","NUMBER",22,,,"Y"
6,"E_MALTSEVA","TMP20190724_ITOG","PARTNER_NN1","VARCHAR2",243,,,"Y"
7,"E_MALTSEVA","TMP20190724_ITOG","ALL_PARTNERS","VARCHAR2",32767,,,"Y"
8,"E_MALTSEVA","TMP20190724_ITOG","PERC_NN1_NOTNULL","NUMBER",22,,,"Y"
9,"E_MALTSEVA","TMP20190724_ITOG","PARTNER_NN1_NOTNULL","VARCHAR2",243,,,"Y"
10,"E_MALTSEVA","TMP20190724_ITOG","ALL_PARTNERS_NOTNULL","VARCHAR2",32767,,,"Y"
11,"E_MALTSEVA","TMP20190724_ITOG","PERC_NN2_NOTNULL","NUMBER",22,,,"Y"
12,"E_MALTSEVA","TMP20190724_ITOG","PARTNER_NN2_NOTNULL","VARCHAR2",243,,,"Y"
13,"E_MALTSEVA","TMP20190724_ITOG","FIRST_PARTNER_NN1","VARCHAR2",800,,,"Y"
14,"E_MALTSEVA","TMP20190724_ITOG","FIRST_PARTNERS","VARCHAR2",32767,,,"Y"
15,"E_MALTSEVA","TMP20190724_ITOG","QNT_PARTNERS","NUMBER",22,,,"Y"
16,"E_MALTSEVA","TMP20190724_ITOG","ALL_REGIONS","VARCHAR2",32767,,,"Y"
17,"E_MALTSEVA","TMP20190724_ITOG","QNT_REGIONS","NUMBER",22,,,"Y"
18,"E_MALTSEVA","TMP20190724_ITOG","PAYMENT_PARTNERS","VARCHAR2",32767,,,"Y"
19,"E_MALTSEVA","TMP20190724_ITOG","PAYMENT_PARTNER_ID_NN1","VARCHAR2",800,,,"Y"
20,"E_MALTSEVA","TMP20190724_ITOG","PAYMENT_PERC_NN1","NUMBER",22,,,"Y"
21,"E_MALTSEVA","TMP20190724_ITOG","SERVICE_PARTNERS","VARCHAR2",32767,,,"Y"
22,"E_MALTSEVA","TMP20190724_ITOG","QNT_SERVICE_PARTNERS","NUMBER",22,,,"Y"
23,"E_MALTSEVA","TMP20190724_ITOG","SERVICE_PARTNER_ID","NUMBER",22,,,"Y"
24,"E_MALTSEVA","TMP20190724_ITOG","PARTNER_ID_ITOG","NUMBER",22,,,"Y"
1,"E_MALTSEVA","TMP20190910_TARBEEV","DEVICE_ID","VARCHAR2",1020,,,"Y"
2,"E_MALTSEVA","TMP20190910_TARBEEV","APP_ID","VARCHAR2",200,,,"Y"
3,"E_MALTSEVA","TMP20190910_TARBEEV","USER_ID","VARCHAR2",200,,,"Y"
4,"E_MALTSEVA","TMP20190910_TARBEEV","REV_DATE","DATE",7,,,"Y"
5,"E_MALTSEVA","TMP20190910_TARBEEV","SHOP_ID","NUMBER",22,,0,"Y"
6,"E_MALTSEVA","TMP20190910_TARBEEV","ADDED","DATE",7,,,"Y"
1,"E_MALTSEVA","TMP20191003","PHONE","NUMBER",22,,0,"Y"
2,"E_MALTSEVA","TMP20191003","EMAIL","VARCHAR2",800,,,"Y"
1,"E_MALTSEVA","TMP20191003_1","USER_ID","VARCHAR2",200,,,"Y"
2,"E_MALTSEVA","TMP20191003_1","MIN_PAYMENT_TIMESTAMP","DATE",7,,,"Y"
3,"E_MALTSEVA","TMP20191003_1","SUM_AMOUNT","NUMBER",22,,,"Y"
4,"E_MALTSEVA","TMP20191003_1","SALESSHARE","NUMBER",22,,,"Y"
5,"E_MALTSEVA","TMP20191003_1","QNT_DEVICES","NUMBER",22,,,"Y"
1,"E_MALTSEVA","TMP20191003_2","USER_ID","VARCHAR2",800,,,"N"
2,"E_MALTSEVA","TMP20191003_2","DEVICE_ID","VARCHAR2",800,,,"N"
3,"E_MALTSEVA","TMP20191003_2","CREATED","DATE",7,,,"Y"
4,"E_MALTSEVA","TMP20191003_2","PARTNER_DATE","DATE",7,,,"Y"
5,"E_MALTSEVA","TMP20191003_2","PARTNER_ID","NUMBER",22,,,"Y"
1,"E_MALTSEVA","TMP20191003_3","USER_ID","VARCHAR2",200,,,"Y"
2,"E_MALTSEVA","TMP20191003_3","MIN_PAYMENT_TIMESTAMP","DATE",7,,,"Y"
3,"E_MALTSEVA","TMP20191003_3","SUM_AMOUNT","NUMBER",22,,,"Y"
4,"E_MALTSEVA","TMP20191003_3","SALESSHARE","NUMBER",22,,,"Y"
5,"E_MALTSEVA","TMP20191003_3","CNT_DEVICES","NUMBER",22,,,"Y"
1,"E_MALTSEVA","TMP20191003_4","PARENT_ID","NUMBER",22,,,"Y"
2,"E_MALTSEVA","TMP20191003_4","PARENT_NAME","VARCHAR2",200,,,"Y"
3,"E_MALTSEVA","TMP20191003_4","REWARD","NUMBER",22,,,"Y"
1,"E_MALTSEVA","TMP20191004_APPS","PERIOD_FROM","DATE",7,,,"Y"
2,"E_MALTSEVA","TMP20191004_APPS","PERIOD_TILL","DATE",7,,,"Y"
3,"E_MALTSEVA","TMP20191004_APPS","DAYS","NUMBER",22,,,"Y"
4,"E_MALTSEVA","TMP20191004_APPS","PRODUCT_ID","VARCHAR2",4000,,,"Y"
5,"E_MALTSEVA","TMP20191004_APPS","APP_NAME","VARCHAR2",4000,,,"Y"
6,"E_MALTSEVA","TMP20191004_APPS","BUNDLE_ID","VARCHAR2",200,,,"Y"
7,"E_MALTSEVA","TMP20191004_APPS","BUNDLE_NAME","VARCHAR2",4000,,,"Y"
8,"E_MALTSEVA","TMP20191004_APPS","BILLING_PERIOD","VARCHAR2",200,,,"Y"
9,"E_MALTSEVA","TMP20191004_APPS","PAYMENT_ID","VARCHAR2",800,,,"Y"
10,"E_MALTSEVA","TMP20191004_APPS","AMOUNT_PER_DAY","NUMBER",22,,,"Y"
11,"E_MALTSEVA","TMP20191004_APPS","TYPE","VARCHAR2",42,,,"Y"
12,"E_MALTSEVA","TMP20191004_APPS","JUNE","NUMBER",22,,,"Y"
13,"E_MALTSEVA","TMP20191004_APPS","JULY","NUMBER",22,,,"Y"
14,"E_MALTSEVA","TMP20191004_APPS","AUGUST","NUMBER",22,,,"Y"
1,"E_MALTSEVA","TMP20191004_SBER","DEVICE_ID","VARCHAR2",1020,,,"Y"
2,"E_MALTSEVA","TMP20191004_SBER","APP_ID","VARCHAR2",200,,,"Y"
1,"E_MALTSEVA","TMP20191007","MIN_DATE","DATE",7,,,"Y"
2,"E_MALTSEVA","TMP20191007","NN","NUMBER",22,,,"Y"
3,"E_MALTSEVA","TMP20191007","USERS_COHORT","NUMBER",22,,,"Y"
4,"E_MALTSEVA","TMP20191007","USERS","NUMBER",22,,,"Y"
1,"E_MALTSEVA","TMP20191007_FS","MIN_DATE","DATE",7,,,"Y"
2,"E_MALTSEVA","TMP20191007_FS","NN","NUMBER",22,,,"Y"
3,"E_MALTSEVA","TMP20191007_FS","USERS_COHORT","NUMBER",22,,,"Y"
4,"E_MALTSEVA","TMP20191007_FS","USERS","NUMBER",22,,,"Y"
1,"E_MALTSEVA","TMP20191009","DEVICE_ID","VARCHAR2",1020,,,"Y"
2,"E_MALTSEVA","TMP20191009","USER_ID","VARCHAR2",800,,,"Y"
3,"E_MALTSEVA","TMP20191009","APP_ID","VARCHAR2",200,,,"Y"
4,"E_MALTSEVA","TMP20191009","HAS_BILLING","NUMBER",22,1,0,"Y"
5,"E_MALTSEVA","TMP20191009","APP_TYPE","VARCHAR2",200,,,"Y"
6,"E_MALTSEVA","TMP20191009","TYPE_LIST","VARCHAR2",32767,,,"Y"
7,"E_MALTSEVA","TMP20191009","IS_FREE","NUMBER",22,1,0,"Y"
8,"E_MALTSEVA","TMP20191009","IS_DEMO","NUMBER",22,,,"Y"
9,"E_MALTSEVA","TMP20191009","IS_TEST","NUMBER",22,,,"Y"
10,"E_MALTSEVA","TMP20191009","SUB_TYPE","VARCHAR2",800,,,"Y"
11,"E_MALTSEVA","TMP20191009","FL_PRE","NUMBER",22,,,"Y"
12,"E_MALTSEVA","TMP20191009","SUBSCRIPTION_ID","VARCHAR2",800,,,"Y"
13,"E_MALTSEVA","TMP20191009","LAST_PAYMENT_DATE","DATE",7,,,"Y"
14,"E_MALTSEVA","TMP20191009","FL_ONETIME","NUMBER",22,,,"Y"
15,"E_MALTSEVA","TMP20191009","FL_ZERO","NUMBER",22,,,"Y"
16,"E_MALTSEVA","TMP20191009","BRAND_NAME","VARCHAR2",800,,,"Y"
17,"E_MALTSEVA","TMP20191009","STATUS","VARCHAR2",800,,,"Y"
18,"E_MALTSEVA","TMP20191009","APP_NAME","VARCHAR2",4000,,,"Y"
19,"E_MALTSEVA","TMP20191009","TOTAL_AMOUNT","NUMBER",22,,,"Y"
20,"E_MALTSEVA","TMP20191009","PRICE","NUMBER",22,20,4,"Y"
21,"E_MALTSEVA","TMP20191009","LIC_STATUS","VARCHAR2",100,,,"Y"
22,"E_MALTSEVA","TMP20191009","LIC_TYPE","VARCHAR2",100,,,"Y"
1,"E_MALTSEVA","TMP20191009_APPS","PERIOD_FROM","DATE",7,,,"Y"
2,"E_MALTSEVA","TMP20191009_APPS","PERIOD_TILL","DATE",7,,,"Y"
3,"E_MALTSEVA","TMP20191009_APPS","DAYS","NUMBER",22,,,"Y"
4,"E_MALTSEVA","TMP20191009_APPS","PRODUCT_ID","VARCHAR2",4000,,,"Y"
5,"E_MALTSEVA","TMP20191009_APPS","APP_NAME","VARCHAR2",4000,,,"Y"
6,"E_MALTSEVA","TMP20191009_APPS","BUNDLE_ID","VARCHAR2",200,,,"Y"
7,"E_MALTSEVA","TMP20191009_APPS","BUNDLE_NAME","VARCHAR2",4000,,,"Y"
8,"E_MALTSEVA","TMP20191009_APPS","BILLING_PERIOD","VARCHAR2",200,,,"Y"
9,"E_MALTSEVA","TMP20191009_APPS","PAYMENT_ID","VARCHAR2",800,,,"Y"
10,"E_MALTSEVA","TMP20191009_APPS","AMOUNT_PER_DAY","NUMBER",22,,,"Y"
11,"E_MALTSEVA","TMP20191009_APPS","TYPE","VARCHAR2",42,,,"Y"
1,"E_MALTSEVA","TMP20191009_KPI_PP3","PARTNER_ID","NUMBER",22,8,0,"Y"
2,"E_MALTSEVA","TMP20191009_KPI_PP3","PARTNER_NAME","VARCHAR2",200,,,"Y"
3,"E_MALTSEVA","TMP20191009_KPI_PP3","PARENT_PARTNER_ID","NUMBER",22,,,"Y"
4,"E_MALTSEVA","TMP20191009_KPI_PP3","PARENT_PARTNER_NAME","VARCHAR2",200,,,"Y"
5,"E_MALTSEVA","TMP20191009_KPI_PP3","USER_ID","VARCHAR2",800,,,"Y"
6,"E_MALTSEVA","TMP20191009_KPI_PP3","DEVICE_ID","VARCHAR2",800,,,"Y"
7,"E_MALTSEVA","TMP20191009_KPI_PP3","REGION","VARCHAR2",200,,,"Y"
8,"E_MALTSEVA","TMP20191009_KPI_PP3","MACROREGION","VARCHAR2",200,,,"Y"
9,"E_MALTSEVA","TMP20191009_KPI_PP3","FIRST_REG_DATE","DATE",7,,,"Y"
1,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV","PERIOD_FROM","DATE",7,,,"Y"
2,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV","PERIOD_TILL","DATE",7,,,"Y"
3,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV","DAYS","NUMBER",22,,,"Y"
4,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV","PRODUCT_ID","VARCHAR2",4000,,,"Y"
5,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV","APP_NAME","VARCHAR2",4000,,,"Y"
6,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV","BUNDLE_ID","VARCHAR2",200,,,"Y"
7,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV","BUNDLE_NAME","VARCHAR2",4000,,,"Y"
8,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV","BILLING_PERIOD","VARCHAR2",200,,,"Y"
9,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV","PAYMENT_ID","VARCHAR2",800,,,"Y"
10,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV","AMOUNT_PER_DAY","NUMBER",22,,,"Y"
11,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV","TYPE","VARCHAR2",42,,,"Y"
12,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV","USER_ID","VARCHAR2",800,,,"Y"
1,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV2","MM","DATE",7,,,"Y"
2,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV2","DAYS","NUMBER",22,,,"Y"
3,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV2","PERIOD_FROM","DATE",7,,,"Y"
4,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV2","PERIOD_TILL","DATE",7,,,"Y"
5,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV2","PRODUCT_ID","VARCHAR2",4000,,,"Y"
6,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV2","APP_NAME","VARCHAR2",4000,,,"Y"
7,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV2","BUNDLE_ID","VARCHAR2",200,,,"Y"
8,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV2","BUNDLE_NAME","VARCHAR2",4000,,,"Y"
9,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV2","BILLING_PERIOD","VARCHAR2",200,,,"Y"
10,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV2","PAYMENT_ID","VARCHAR2",800,,,"Y"
11,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV2","AMOUNT_PER_DAY","NUMBER",22,,,"Y"
12,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV2","TYPE","VARCHAR2",42,,,"Y"
13,"E_MALTSEVA","TMP20191009_KPI_PP3_MP_REV2","USER_ID","VARCHAR2",800,,,"Y"
1,"E_MALTSEVA","TMP20191010_1ST_DEVICE","YYYY_MM_REG_1ST_DEVICE","DATE",7,,,"Y"
2,"E_MALTSEVA","TMP20191010_1ST_DEVICE","USERS","NUMBER",22,,,"Y"
3,"E_MALTSEVA","TMP20191010_1ST_DEVICE","YYYY_MM","DATE",7,,,"Y"
4,"E_MALTSEVA","TMP20191010_1ST_DEVICE","USERS_WITH_LK","NUMBER",22,,,"Y"
5,"E_MALTSEVA","TMP20191010_1ST_DEVICE","USERS_WITH_CHECKS","NUMBER",22,,,"Y"
6,"E_MALTSEVA","TMP20191010_1ST_DEVICE","USERS_WITH_PAYMENTS","NUMBER",22,,,"Y"
7,"E_MALTSEVA","TMP20191010_1ST_DEVICE","PAYMENTS_MP","NUMBER",22,,,"Y"
8,"E_MALTSEVA","TMP20191010_1ST_DEVICE","AMOUNT_MP","NUMBER",22,,,"Y"
9,"E_MALTSEVA","TMP20191010_1ST_DEVICE","AVG_PAID_APPS_MP","NUMBER",22,,,"Y"
10,"E_MALTSEVA","TMP20191010_1ST_DEVICE","USERS_WITH_PAYMENTS_MRR","NUMBER",22,,,"Y"
11,"E_MALTSEVA","TMP20191010_1ST_DEVICE","PAYMENTS_MP_MRR","NUMBER",22,,,"Y"
12,"E_MALTSEVA","TMP20191010_1ST_DEVICE","AMOUNT_MP_MRR","NUMBER",22,,,"Y"
13,"E_MALTSEVA","TMP20191010_1ST_DEVICE","AVG_PAID_APPS_MP_MRR","NUMBER",22,,,"Y"
1,"E_MALTSEVA","TMP20191010_PAID_APPS","DEVICE_ID","VARCHAR2",1020,,,"Y"
2,"E_MALTSEVA","TMP20191010_PAID_APPS","STATUS","VARCHAR2",1020,,,"Y"
3,"E_MALTSEVA","TMP20191010_PAID_APPS","VERSION_ID","VARCHAR2",4000,,,"Y"
4,"E_MALTSEVA","TMP20191010_PAID_APPS","CREATED","DATE",7,,,"Y"
5,"E_MALTSEVA","TMP20191010_PAID_APPS","LAST_MODIFIED","DATE",7,,,"Y"
6,"E_MALTSEVA","TMP20191010_PAID_APPS","PACKAGE_ID","VARCHAR2",512,,,"Y"
7,"E_MALTSEVA","TMP20191010_PAID_APPS","VERSION_CODE","NUMBER",22,,,"Y"
8,"E_MALTSEVA","TMP20191010_PAID_APPS","INSTALLATION_STATUS","VARCHAR2",300,,,"Y"
9,"E_MALTSEVA","TMP20191010_PAID_APPS","APP_ID","VARCHAR2",200,,,"Y"
10,"E_MALTSEVA","TMP20191010_PAID_APPS","USER_ID","VARCHAR2",200,,,"Y"
11,"E_MALTSEVA","TMP20191010_PAID_APPS","APP_USER_ID","NUMBER",22,38,0,"Y"
12,"E_MALTSEVA","TMP20191010_PAID_APPS","REV_DATE","DATE",7,,,"Y"
13,"E_MALTSEVA","TMP20191010_PAID_APPS","APP_USER_STATUS","VARCHAR2",1020,,,"Y"
14,"E_MALTSEVA","TMP20191010_PAID_APPS","APP_USER_CREATED","DATE",7,,,"Y"
15,"E_MALTSEVA","TMP20191010_PAID_APPS","APP_USER_LAST_MODIFIED","DATE",7,,,"Y"
1,"E_MALTSEVA","TMP20191010_PAID_APPS2","D_DATE","DATE",7,,,"Y"
2,"E_MALTSEVA","TMP20191010_PAID_APPS2","DEVICE_ID","VARCHAR2",1020,,,"Y"
3,"E_MALTSEVA","TMP20191010_PAID_APPS2","APP_ID","VARCHAR2",200,,,"Y"
4,"E_MALTSEVA","TMP20191010_PAID_APPS2","REV_DATE","DATE",7,,,"Y"
1,"E_MALTSEVA","TMP20191010_PAID_APPS3","D_DATE","DATE",7,,,"Y"
2,"E_MALTSEVA","TMP20191010_PAID_APPS3","DEVICE_ID","VARCHAR2",1020,,,"Y"
3,"E_MALTSEVA","TMP20191010_PAID_APPS3","APP_ID","VARCHAR2",200,,,"Y"
4,"E_MALTSEVA","TMP20191010_PAID_APPS3","REV_DATE","DATE",7,,,"Y"
5,"E_MALTSEVA","TMP20191010_PAID_APPS3","STATUS","VARCHAR2",1020,,,"Y"
1,"E_MALTSEVA","TMP20191011","TAXSYSTEM","VARCHAR2",8000,,,"Y"
2,"E_MALTSEVA","TMP20191011","DEVICE_ID","VARCHAR2",800,,,"N"
1,"E_MALTSEVA","TMP20191011_A","CATEGORY_NAME","VARCHAR2",1020,,,"Y"
2,"E_MALTSEVA","TMP20191011_A","USER_ID","VARCHAR2",800,,,"Y"
3,"E_MALTSEVA","TMP20191011_A","COHORT_MM","DATE",7,,,"Y"
1,"E_MALTSEVA","TMP20191011_A_APPS","CATEGORY_NAME","VARCHAR2",1020,,,"Y"
2,"E_MALTSEVA","TMP20191011_A_APPS","APP_NAME","VARCHAR2",4000,,,"Y"
3,"E_MALTSEVA","TMP20191011_A_APPS","USER_ID","VARCHAR2",800,,,"Y"
4,"E_MALTSEVA","TMP20191011_A_APPS","COHORT_MM","DATE",7,,,"Y"
1,"E_MALTSEVA","TMP20191011_B","CATEGORY_NAME","VARCHAR2",1020,,,"Y"
2,"E_MALTSEVA","TMP20191011_B","USER_ID","VARCHAR2",800,,,"Y"
3,"E_MALTSEVA","TMP20191011_B","COHORT_MM","DATE",7,,,"Y"
4,"E_MALTSEVA","TMP20191011_B","YYYY_MM","DATE",7,,,"Y"
5,"E_MALTSEVA","TMP20191011_B","SUM_AMOUNT","NUMBER",22,,,"Y"
1,"E_MALTSEVA","TMP20191011_B_APPS","CATEGORY_NAME","VARCHAR2",1020,,,"Y"
2,"E_MALTSEVA","TMP20191011_B_APPS","APP_NAME","VARCHAR2",4000,,,"Y"
3,"E_MALTSEVA","TMP20191011_B_APPS","USER_ID","VARCHAR2",800,,,"Y"
4,"E_MALTSEVA","TMP20191011_B_APPS","COHORT_MM","DATE",7,,,"Y"
5,"E_MALTSEVA","TMP20191011_B_APPS","YYYY_MM","DATE",7,,,"Y"
6,"E_MALTSEVA","TMP20191011_B_APPS","SUM_AMOUNT","NUMBER",22,,,"Y"
1,"E_MALTSEVA","TMP20191011_OFD","PAYMENT_ID","VARCHAR2",800,,,"Y"
2,"E_MALTSEVA","TMP20191011_OFD","YYYY_MM","VARCHAR2",7,,,"Y"
3,"E_MALTSEVA","TMP20191011_OFD","DAY","DATE",7,,,"Y"
4,"E_MALTSEVA","TMP20191011_OFD","APP_NAME","VARCHAR2",4000,,,"Y"
5,"E_MALTSEVA","TMP20191011_OFD","BUNDLE_NAME","VARCHAR2",4000,,,"Y"
6,"E_MALTSEVA","TMP20191011_OFD","BUNDLE_ID","VARCHAR2",200,,,"Y"
7,"E_MALTSEVA","TMP20191011_OFD","PUBL_PARTNER_NAME","VARCHAR2",200,,,"Y"
8,"E_MALTSEVA","TMP20191011_OFD","PUBL_PARTNER_ID","NUMBER",22,,,"Y"
9,"E_MALTSEVA","TMP20191011_OFD","PUBLISHER_INN","VARCHAR2",500,,,"Y"
10,"E_MALTSEVA","TMP20191011_OFD","PUBLISHER_KPP","VARCHAR2",500,,,"Y"
11,"E_MALTSEVA","TMP20191011_OFD","BILLING_PERIOD","VARCHAR2",200,,,"Y"
12,"E_MALTSEVA","TMP20191011_OFD","AMOUNT","NUMBER",22,,,"Y"
13,"E_MALTSEVA","TMP20191011_OFD","EVOTORSHARE","NUMBER",22,,,"Y"
14,"E_MALTSEVA","TMP20191011_OFD","SALESSHARE","NUMBER",22,,,"Y"
15,"E_MALTSEVA","TMP20191011_OFD","PUBLISHERSHARE","NUMBER",22,,,"Y"
16,"E_MALTSEVA","TMP20191011_OFD","QUANTITY","NUMBER",22,,,"Y"
17,"E_MALTSEVA","TMP20191011_OFD","NN","NUMBER",22,,,"Y"
1,"E_MALTSEVA","TMP20191011_SBER_SN","SERIAL_NUMBER","VARCHAR2",15,,,"Y"
1,"E_MALTSEVA","TMP20191011_TXN_MP","DAY","DATE",7,,,"Y"
2,"E_MALTSEVA","TMP20191011_TXN_MP","UPDATED","NUMBER",22,,,"Y"
1,"E_MALTSEVA","TMP20191011_TXN_MP2","PAYMENT_TIMESTAMP","DATE",7,,,"Y"
2,"E_MALTSEVA","TMP20191011_TXN_MP2","PAYMENT_STATUS","VARCHAR2",64,,,"Y"
3,"E_MALTSEVA","TMP20191011_TXN_MP2","AMOUNT","NUMBER",22,,,"Y"
4,"E_MALTSEVA","TMP20191011_TXN_MP2","EVOTORSHARE","NUMBER",22,,,"Y"
5,"E_MALTSEVA","TMP20191011_TXN_MP2","SALESSHARE","NUMBER",22,,,"Y"
6,"E_MALTSEVA","TMP20191011_TXN_MP2","PUBLISHERSHARE","NUMBER",22,,,"Y"
7,"E_MALTSEVA","TMP20191011_TXN_MP2","BASKET_ID","VARCHAR2",400,,,"Y"
8,"E_MALTSEVA","TMP20191011_TXN_MP2","IS_BASKET","NUMBER",22,,,"Y"
9,"E_MALTSEVA","TMP20191011_TXN_MP2","RN_PAY","NUMBER",22,,,"Y"
10,"E_MALTSEVA","TMP20191011_TXN_MP2","RN_PAY_PRODUCT","NUMBER",22,,,"Y"
11,"E_MALTSEVA","TMP20191011_TXN_MP2","BASKET_MANAGER_ID","NUMBER",22,8,0,"Y"
12,"E_MALTSEVA","TMP20191011_TXN_MP2","BASKET_PARTNER_ID","VARCHAR2",128,,,"Y"
13,"E_MALTSEVA","TMP20191011_TXN_MP2","TRANSACTION_TYPE","VARCHAR2",64,,,"N"
14,"E_MALTSEVA","TMP20191011_TXN_MP2","PLAN_ID","VARCHAR2",128,,,"N"
15,"E_MALTSEVA","TMP20191011_TXN_MP2","ADDON_ID","VARCHAR2",128,,,"Y"
16,"E_MALTSEVA","TMP20191011_TXN_MP2","COMPOSITE_KEY","VARCHAR2",512,,,"N"
17,"E_MALTSEVA","TMP20191011_TXN_MP2","BUNDLE_PLAN_ID","VARCHAR2",128,,,"Y"
18,"E_MALTSEVA","TMP20191011_TXN_MP2","FULL_AMOUNT","NUMBER",22,,,"N"
19,"E_MALTSEVA","TMP20191011_TXN_MP2","GATEWAY_PROPERTIES","VARCHAR2",32767,,,"Y"
20,"E_MALTSEVA","TMP20191011_TXN_MP2","PLAN_NAME","VARCHAR2",256,,,"N"
21,"E_MALTSEVA","TMP20191011_TXN_MP2","ADDON_NAME","VARCHAR2",256,,,"Y"
22,"E_MALTSEVA","TMP20191011_TXN_MP2","CANCELLED_TIMESTAMP","DATE",7,,,"Y"
23,"E_MALTSEVA","TMP20191011_TXN_MP2","CANCELLED_AMOUNT","NUMBER",22,,,"Y"
24,"E_MALTSEVA","TMP20191011_TXN_MP2","TENANT_ID","VARCHAR2",128,,,"N"
25,"E_MALTSEVA","TMP20191011_TXN_MP2","USER_ID","VARCHAR2",128,,,"N"
26,"E_MALTSEVA","TMP20191011_TXN_MP2","PAYMENT_ID","VARCHAR2",256,,,"N"
27,"E_MALTSEVA","TMP20191011_TXN_MP2","SUBSYSTEM_ID","VARCHAR2",15,,,"Y"
28,"E_MALTSEVA","TMP20191011_TXN_MP2","PRODUCT_ID","VARCHAR2",128,,,"N"
29,"E_MALTSEVA","TMP20191011_TXN_MP2","SUBSCRIPTION_ID","VARCHAR2",128,,,"Y"
30,"E_MALTSEVA","TMP20191011_TXN_MP2","QUANTITY","NUMBER",22,,0,"Y"
31,"E_MALTSEVA","TMP20191011_TXN_MP2","PERIOD_FROM","TIMESTAMP(6)",11,,6,"Y"
32,"E_MALTSEVA","TMP20191011_TXN_MP2","PERIOD_TILL","TIMESTAMP(6)",11,,6,"Y"
33,"E_MALTSEVA","TMP20191011_TXN_MP2","CODE","VARCHAR2",128,,,"Y"
34,"E_MALTSEVA","TMP20191011_TXN_MP2","FAILURE_REASON","VARCHAR2",512,,,"Y"
35,"E_MALTSEVA","TMP20191011_TXN_MP2","BILLING_PERIOD","VARCHAR2",64,,,"Y"
36,"E_MALTSEVA","TMP20191011_TXN_MP2","VATRATE","NUMBER",22,,0,"Y"
37,"E_MALTSEVA","TMP20191011_TXN_MP2","VATSUM","NUMBER",22,,,"Y"
38,"E_MALTSEVA","TMP20191011_TXN_MP2","REAL_GATEWAY_ID","VARCHAR2",256,,,"N"
39,"E_MALTSEVA","TMP20191011_TXN_MP2","FL_SURCHARGE","NUMBER",22,1,0,"Y"
40,"E_MALTSEVA","TMP20191011_TXN_MP2","BUNDLE_ID","VARCHAR2",128,,,"Y"
41,"E_MALTSEVA","TMP20191011_TXN_MP2","IS_PARTNER_PAYMENT_METHOD","NUMBER",22,,,"Y"
1,"E_MALTSEVA","TMP20191015","DEVICE_ID","VARCHAR2",1020,,,"Y"
2,"E_MALTSEVA","TMP20191015","STATUS","VARCHAR2",1020,,,"Y"
3,"E_MALTSEVA","TMP20191015","VERSION_ID","VARCHAR2",4000,,,"Y"
4,"E_MALTSEVA","TMP20191015","CREATED","DATE",7,,,"Y"
5,"E_MALTSEVA","TMP20191015","LAST_MODIFIED","DATE",7,,,"Y"
